tailid;parentid;orgstructid;name_nb;name_nn;name_en;orgid;kommunenummer
22784;25342;73;"Stord folkebibliotek";"Stord folkebibliotek";"Stord  Public Library";;
22785;25350;73;"Sund folkebibliotek";"Sund folkebibliotek";"Sund  Public Library";;
22786;25349;73;"Suldal folkebibliotek";"Suldal folkebibliotek";"Suldal  Public Library";;
22787;25311;73;"Time bibliotek";"Time bibliotek";"Time  Public Library";;
22788;25290;73;"Tysvær folkebibliotek";"Tysvær folkebibliotek";"Tysvær  Public Library";;
22789;25275;73;"Utsira folkebibliotek";"Utsira folkebibliotek";"Utsira  Public Library";;
22161;24997;37;"Mattilsynet - Distriktskontoret for Vestfold";"Mattilsynet - Distriktskontoret for Vestfold";"Norwegian Food Safety Authority - District Office for Nordre Vestfold";;
22162;26491;37;"Mattilsynet - Distriktskontoret for Ytre Østfold";"Mattilsynet - Distriktskontoret for Ytre Østfold";"Norwegian Food Safety Authority - District Office for Ytre Østfold";;
42642;32229;39;"Vesterålen DPS Andenes - distriktspsykiatrisk senter";"Vesterålen DPS Andenes - distriktspsykiatrisk senter";"Vesterålen District Psychiatric Hospital Andenes";;
22167;25008;37;"Mattilsynet - Distriktskontoret for Nord-Troms";"Mattilsynet - Distriktskontoret for Nord-Troms";"Norwegian Food Safety Authority - District Office for Nord-Troms";;
35162;26064;36;"NAV EURES Hordaland ";"NAV EURES Hordaland ";"European Employment Services (EURES) in Hordaland";;
22169;25007;37;"Mattilsynet - Distriktskontoret for Ofoten";"Mattilsynet - Distriktskontoret for Ofoten";"Norwegian Food Safety Authority - District Office for Ofoten";;
35163;26095;36;"NAV EURES Aust-Agder";"NAV EURES Aust-Agder";"European Employment Services (EURES) in Aust-Agder";;
42643;32229;39;"Vesterålen DPS Straume - distriktspsykiatrisk senter";"Vesterålen DPS Straume - distriktspsykiatrisk senter";"Vesterålen District Psychiatric Centre Straume";;
35264;26551;36;"Rogaland sivilforsvarsdistrikt";"Rogaland sivilforsvarsdistrikt";"Rogaland Civil Defence District";;
22075;25993;73;"Herøy (M og R) folkebibliotek";"Herøy (M og R) folkebibliotek";"Herøy Public Library (Møre & Romsdal)";;
22076;26420;33;Luftfartstilsynet;Luftfartstilsynet;"Civil Aviation Authority Norway";981105516;
22077;31204;39;"Kriminalomsorgen Hassel fengsel";"Kriminalomsorgen Hassel fengsel";"Hassel Prison Service";;
22078;;90;"Bedriftsveiledning - Brønnøysundregistrene";"Bedriftsrettleiing - Brønnøysundregistra";"Business Information Services";;
43942;;81;Spillavhengighet-Norge;Spillavhengighet-Norge;Spillavhengighet-Norge;986595805;
43723;;81;"Reklamasjonsnemnda for takstmenn";"Reklamasjonsnemnda for takstmenn";"Reklamasjonsnemnda for takstmenn";;
20769;34847;39;"Enerhaugen familiekontor";"Enerhaugen familiekontor";"Enerhaugen Family Counselling Services";;
43724;;81;"Reklamasjonsnemnda for fotografarbeid";"Reklamasjonsnemnda for fotografarbeid";"Reklamasjonsnemnda for fotografarbeid";;
24670;26094;37;"NAV Skedsmo";"NAV Skedsmo";"NAV Skedsmo";;
24672;26094;37;"NAV Nittedal ";"NAV Nittedal ";"NAV Nittedal";;
24674;26094;37;"NAV Aurskog-Høland";"NAV Aurskog-Høland";"NAV Aurskog-Høland ";;
24676;26094;37;"NAV Asker";"NAV Asker";"NAV Asker ";;
24681;40182;37;"Skatt nord Sandnessjøen";"Skatt nord Sandnessjøen";"Sandnessjøen Tax Office";;
24682;40182;37;"Skatt nord Alta";"Skatt nord Alta";"Alta Tax Office";;
24687;40185;37;"Skatt sør Arendal";"Skatt sør Arendal";"Arendal Tax Office";;
24688;26142;36;"NAV Arbeidsrådgivning Oslo";"NAV Arbeidsrådgivning Oslo";"NAV Career Advice Office (Oslo)";;
24689;26142;36;"NAV Arbeidslivssenter Oslo";"NAV Arbeidslivssenter Oslo";"NAV Employment Support Centre (Oslo)";;
24690;26142;36;"NAV intro Oslo";"NAV intro Oslo";"NAV Intro Oslo";;
24694;26142;36;"NAV EURES Oslo";" ";"NAV European Employment Services (EURES) in Oslo";;
36781;;77;"Djiboutis ambassade";"Djiboutis ambassade";"Embassy of the Republic of Djibouti";;
38322;;81;"ROSA prosjektet - mot menneskehandel";"ROSA prosjektet - mot menneskehandel";"ROSA prosjektet - mot menneskehandel";;
23938;40182;37;"Skatt nord Tromsø ";"Skatt nord Tromsø ";"Tromsø Tax Office";;
23939;40183;37;"Skatt Midt-Norge Trondheim";"Skatt Midt-Norge Trondheim";"Trondheim Tax Office";991733116;
32541;;77;"Ukrainas ambassade";"Ukrainas ambassade";"Embassy of Ukraine";985319421;
32564;;81;"Stiftelsen Amathea -  veiledningstjeneste for gravide";"Stiftelsen Amathea -  veiledningstjeneste for gravide";"Stiftelsen Amathea -  veiledningstjeneste for gravide";971495464;
32581;34845;39;"Fosterheimstenesta Sogn og Fjordane";"Fosterheimstenesta Sogn og Fjordane ";"Sogn og Fjordane foster care services";;
32585;34844;39;"Fosterhjemstjenesten Nordmøre og Romsdal (Møre og Romsdal)";"Fosterheimstenesta Nordmøre og Romsdal (Møre og Romsdal)";"Nordmøre og Romsdal foster care services";;
32586;34843;39;"Fosterhjemstjenesten Bodø (Nordland)";"Fosterheimstenesta Bodø (Nordland)";"Nordland foster care services";;
32587;34843;39;"Fosterhjemstjenesten i Tromsø (Troms)";"Fosterheimstenesta i Tromsø (Troms)";"Tromsø foster care services (Troms)";;
32588;34843;39;"Fosterhjemstjenesten Hammerfest (Finnmark)";"Fosterheimstenesta Hammerfest (Finnmark)";"Finnmarkfoster care services (Finnmark)";;
32589;34846;39;"Bufetat Drammen fosterhjemstjeneste (Nedre Buskerud)";"Bufetat Drammen fosterhjemstjeneste (Nedre Buskerud)";"Drammen foster care services (Buskerud)";;
32590;34845;39;"Fosterhjemstjenesten Bergen (Hordaland)";"Fosterheimstenesta Bergen ";"Bergen foster care services (Hordaland)";;
32591;34846;39;"Bufetat Skien fosterhjemstjeneste (Telemark)";"Bufetat Skien fosterheimsteneste (Telemark)";"Skien foster care services (Telemark) ";;
32592;34847;39;"Fosterhjemstjenesten Hamar (Hedmark)";"Fosterheimstenesta Hamar (Hedmark)";"Hedmark foster care services";;
32593;34844;39;"Fosterhjemstjenesten Trøndelag Nord (Nord-Trøndelag)";"Fosterheimstenesta Trøndelag Nord (Nord-Trøndelag)";"Nord-Trøndelag foster care services";;
32594;34847;39;"Fosterhjemstjenesten Gjøvik (Oppland)";"Fosterheimstenesta Gjøvik (Oppland)";"Gjøvik foster care services  (Oppland)";;
32595;34845;39;"Fosterhjemstjenesten Stavanger (Rogaland)";"Fosterheimstenesta Stavanger ";"Stavanger foster care services (Rogaland)";;
24437;26130;37;"NAV Re";"NAV Re";"NAV Re";;
24438;26052;37;"NAV Rana";"NAV Rana";"NAV Rana";;
22619;25955;73;"Karlsøy folkebibliotek";"Karlsøy folkebibliotek";"Karlsøy Public Library";;
22620;25891;73;"Kvæfjord folkebibliotek";"Kvæfjord folkebibliotek";"Kvæfjord Public Library";;
22621;25898;73;"Kvænangen folkebibliotek";"Kvænangen folkebibliotek";"Kvænangen  Public Library";;
22622;25900;73;"Gáivuotna - Kåfjord bibliotek";"Gáivuotna - Kåfjord bibliotek";"Kåfjord Public Library";;
22623;25905;73;"Lavangen folkebibliotek";"Lavangen folkebibliotek";"Lavangen  Public Library";;
22624;25613;73;"Saltdal bibliotek";"Saltdal bibliotek";"Saltdal  Public Library";;
22627;25469;73;"Sortland bibliotek";"Sortland bibliotek";"Sortland  Public Library";;
22629;25385;73;"Steigen folkebibliotek";"Steigen folkebibliotek";"Steigen  Public Library";;
22630;25360;73;"Sømna folkebibliotek";"Sømna folkebibliotek";"Sømna  Public Library";;
22631;25363;73;"Sørfold folkebibliotek";"Sørfold folkebibliotek";"Sørfold  Public Library";;
22633;27575;73;"Bodø bibliotek";"Bodø bibliotek";"Bodø  Public Library";;
22635;27030;73;"Brønnøy folkebibliotek";"Brønnøy folkebibliotek";"Brønnøy  Public Library";;
22636;26277;73;"Bø (Vesterålen) folkebibliotek";"Bø (Vesterålen) folkebibliotek";"Bø (Vesterålen) Public Library";;
22637;26245;73;"Dønna folkebibliotek";"Dønna folkebibliotek";"Dønna  Public Library";;
22638;26230;73;"Evenes folkebibliotek";"Evenes folkebibliotek";"Evenes Public Library";;
22639;26206;73;"Fauske bibliotek";"Fauske bibliotek";"Fauske  Public Library";;
22640;26201;73;"Flakstad folkebibliotek";"Flakstad folkebibliotek";"Flakstad Public Library";;
22641;26075;73;"Gildeskål folkebibliotek";"Gildeskål folkebibliotek";"Gildeskål Public Library";;
22642;26043;73;"Grane folkebibliotek";"Grane folkebibliotek";"Grane Public Library";;
22644;26038;73;"Hamarøy folkebibliotek";"Hamarøy folkebibliotek";"Hamarøy Public Library";;
22645;26049;73;"Hattfjelldal bibliotek";"Hattfjelldal bibliotek";"Hattfjelldal  Public Library";;
22646;26020;73;"Hemnes folkebibliotek";"Hemnes folkebibliotek";"Hemnes Public Library";;
22650;25869;73;"Lurøy folkebibliotek";"Lurøy folkebibliotek";"Lurøy  Public Library";;
22651;25876;73;"Lødingen folkebibliotek";"Lødingen folkebibliotek";"Lødingen  Public Library";;
22653;25826;73;"Meløy bibliotek";"Meløy bibliotek";"Meløy  Public Library";;
22656;25804;73;"Nesna folkebibliotek";"Nesna folkebibliotek";"Nesna  Public Library";;
22657;25677;73;"Rana bibliotek";"Rana bibliotek";"Rana  Public Library";;
22658;25602;73;"Rødøy folkebibliotek";"Rødøy folkebibliotek";"Rødøy  Public Library";;
25390;;66;"Stokke kommune";"Stokke kommune";"Stokke Municipality";964952167;0720
25391;;66;"Stordal kommune";"Stordal kommune";"Stordal Municipality";964980276;1526
25392;26608;39;"Hordaland statsadvokatembeter";"Hordaland statsadvokatembeter";"Hordaland Public Prosecutor's Office";;
25275;;66;"Utsira kommune";"Utsira kommune";"Utsira Municipality";964979901;1151
25276;20530;58;"Kunst i offentlige rom (KORO)";"Kunst i offentlege rom (KORO)";"Public Art Norway (KORO)";;
25277;29872;39;"Sør-Trøndelag politidistrikt ";"Sør-Trøndelag politidistrikt ";"Sør-Trøndelag Police District";983998631;
20607;34843;39;"Alta familievernkontor ";"Alta familievernkontor ";"Alta Family Counselling Services ";;
20608;34843;39;"Hammerfest familievernkontor ";"Hammerfest familievernkontor ";"Hammerfest Family Counselling Services ";;
20609;34843;39;"Indre Finnmark familievernkontor - Sis Finnmarkku Bearassuojalanguovddas";"Indre Finnmark familievernkontor ";"Indre Finnmark Family Counselling Services ";;
20610;34843;39;"Familievernkontoret i Øst-Finnmark";"Familievernkontoret i Øst-Finnmark";"Sør-Varanger Family Counselling Services ";;
27157;;81;"Norges idrettsforbund og olympiske og paralympiske komité ";"Norges idrettsforbund og olympiske og paralympiske komité ";"Norwegian Olympic and Paralympic Committee and Confederation of Sports";947975072;
27161;;81;Finansklagenemnda;Finansklagenemnda;"Complaints Board for Consumers in Banking and Finance Matters";971437022;
27062;;81;"Norsk Studentunion";"Norsk Studentunion";"Norsk Studentunion";;
26406;26420;52;"Posten Norge AS";"Posten Noreg AS";"Norway Post";984661185;
33665;;90;"Bygdeforskning - Norsk senter for bygdeforskning";"Bygdeforskning - Norsk senter for bygdeforskning";"Centre for Rural Research (CRR)";982890535;
26415;;89;"Telenor ASA";"Telenor ASA";"Telenor ASA";982463718;
26416;;27;Arbeidsdepartementet;Arbeidsdepartementet;"Ministry of Labour ";983887457;
26417;25084;33;"NVE - Norges vassdrags- og energidirektorat";"NVE - Noregs vassdrags- og energidirektorat";"Norwegian Water Resources and Energy Directorate";970205039;
26419;26453;38;"Patentstyret ";"Patentstyret ";"Norwegian Industrial Property Office";971526157;
26420;;27;Samferdselsdepartementet;Samferdselsdepartementet;"Ministry of Transport and Communications";972417904;
26373;32161;38;"Nasjonalt folkehelseinstitutt";"Nasjonalt folkehelseinstitutt";"Norwegian Institute of Public Health";983744516;
26374;26416;21;Trygderetten;Trygderetten;"National Insurance Court";974761084;
24058;25107;44;"Statens kartverk Bodø";"Statens kartverk Bodø";"Norwegian Mapping Authority - Bodø";;
24059;25107;44;"Statens kartverk Tromsø";"Statens kartverk Tromsø";"Norwegian Mapping Authority - Tromsø";;
24060;25107;44;"Statens kartverk Vadsø";"Statens kartverk Vadsø";"Norwegian Mapping Authority - Vadsø";;
32821;29872;39;"Søndre Buskerud politidistrikt";"Søndre Buskerud politidistrikt";"Søndre Buskerud Police District";983998119;
32822;25636;39;"Hønefoss politistasjon";"Hønefoss politistasjon";"Hønefoss Police Station ";;
21721;32821;39;"Svelvik lensmannskontor";"Svelvik lensmannskontor";"Svelvik Police Station (lensmann) ";;
22831;25855;73;"Lillesand folkebibliotek";"Lillesand folkebibliotek";"Lillesand  Public Library";;
22832;25639;73;"Risør bibliotek";"Risør bibliotek";"Risør  Public Library";;
22834;25281;73;"Valle folkebibliotek";"Valle folkebibliotek";"Valle  Public Library";;
22835;25250;73;"Vegårshei folkebibliotek";"Vegårshei folkebibliotek";"Vegårshei  Public Library";;
22836;27582;73;"Åmli bibliotek";"Åmli bibliotek";"Åmli  Public Library";;
22837;27014;64;"Aust-Agder bibliotek og kulturformidling";"Aust-Agder bibliotek og kulturformidling";"Aust-Agder County Library and Cultural Service";;
22838;27021;73;"Arendal bibliotek";"Arendal bibliotek";"Arendal  Public Library";;
22840;26273;73;"Bygland folkebibliotek";"Bygland folkebibliotek";"Bygland  Public Library";;
22841;26274;73;"Bykle folkebibliotek";"Bykle folkebibliotek";"Bykle  Public Library";;
22842;26205;73;"Farsund bibliotek ";"Farsund bibliotek ";"Farsund  Public Library";;
22843;25227;64;"Vest-Agder fylkesbibliotek";"Vest-Agder fylkesbibliotek";"Vest-Agder County Library";;
22845;26203;73;"Flekkefjord bibliotek";"Flekkefjord bibliotek";"Flekkefjord  Public Library";;
22846;25976;73;"Hægebostad og Eiken folkebibliotek";"Hægebostad og Eiken folkebibliotek";"Hægebostad & Eiken Public Library";;
22847;25895;73;"Kristiansand folkebibliotek";"Kristiansand folkebibliotek";"Kristiansand Public Library";;
22848;25887;73;"Kvinesdal bibliotek";"Kvinesdal bibliotek";"Kvinesdal  Public Library";;
22849;25671;73;"Porsgrunn bibliotek";"Porsgrunn bibliotek";"Porsgrunn  Public Library";;
22850;25581;73;"Sauherad folkebibliotek";"Sauherad folkebibliotek";"Sauherad  Public Library";;
22852;25594;73;"Siljan bibliotek";"Siljan bibliotek";"Siljan  Public Library";;
22853;25566;73;"Skien bibliotek";"Skien bibliotek";"Skien  Public Library";;
22854;25314;73;"Rjukan bibliotek";"Rjukan bibliotek";"Rjukan  Public Library";;
22081;31204;39;"Kriminalomsorgen Berg fengsel";"Kriminalomsorgen Berg fengsel";"Berg Prison Service";;
22089;;77;"Italias ambassade";"Italias ambassade";"Embassy of Italy in Oslo";979868723;
25240;;66;"Vevelstad kommune";"Vevelstad kommune";"Vevelstad Municipality";940651034;1816
25241;;66;"Vik kommune";"Vik kommune";"Vik Municipality";;1417
25242;;66;"Vikna kommune";"Vikna kommune";"Vikna Municipality";944976728;1750
25243;26375;76;"Ambassaden i Litauen, Vilnius";"Ambassaden i Litauen, Vilnius";"Royal Norwegian Embassy in Lithuania";;
25244;;66;"Vindafjord kommune";"Vindafjord kommune";"Vindafjord Municipality";988893226;1160
25245;;66;"Vinje kommune";"Vinje kommune";"Vinje Municipality";964964610;0834
25246;26453;55;"VINN ";VINN;VINN;;
44102;26375;87;Norfund;Norfund;Norfund;879554802;
25249;33802;35;Vegtrafikksentralen;Vegtrafikksentralen;Vegtrafikksentralen;;
25250;;66;"Vegårshei kommune";"Vegårshei kommune";"Vegårshei Municipality";964965048;0912
25251;;66;"Vennesla kommune";"Vennesla kommune";"Vennesla Municipality";936846777;1014
25252;;81;Venstre;Venstre;"Liberal Party";971278390;
25253;;66;"Verdal kommune";"Verdal kommune";"Verdal Municipality";938587418;1721
25254;;66;"Vanylven kommune";"Vanylven kommune";"Vanylven Municipality";964978662;1511
25255;;66;"Vardø kommune";"Vardø kommune";"Vardø Municipality";;2002
25257;;66;"Vefsn kommune";"Vefsn kommune";"Vefsn Municipality";844824122;1824
25258;;66;"Vega kommune";"Vega kommune";"Vega Municipality";941017975;1815
25166;26698;44;"Statsbygg, region øst";"Statsbygg, region øst";"Statsbygg Eastern Norway";;
25174;26654;36;"Kystverket Sørøst";"Kystverket Sørøst";"Norwegian Coastal Administration, District Southeast ";970348298;
25175;26654;36;"Kystverket Vest";"Kystverket Vest";"Norwegian Coastal Administration, District West";970552626;
25176;26654;36;"Kystverket Midt-Norge";"Kystverket Midt-Noreg";"Norwegian Coastal Administration, Central Norway";870947852;
25178;26538;36;"UDI - Utlendingsdirektoratet, regionkontor Nord";"UDI - Utlendingsdirektoratet, regionkontor Nord";"Norwegian Directorate of Immigration, Northern Region Office";;
25179;26538;36;"UDI - Utlendingsdirektoratet, regionkontor Midt-Norge";"UDI - Utlendingsdirektoratet, regionkontor Midt-Noreg";"Norwegian Directorate of Immigration, Central Region Office";;
25180;26538;36;"UDI - Utlendingsdirektoratet, regionkontor  Sør";"UDI - Utlendingsdirektoratet, regionkontor  Sør";"Norwegian Directorate of Immigration, Southern Region Office";;
25181;26538;36;"UDI - Utlendingsdirektoratet, regionkontor Indre Østland";"UDI - Utlendingsdirektoratet, regionkontor Indre Østland";"Norwegian Directorate of Immigration, Inland Region Office";;
25182;26538;36;"UDI - Utlendingsdirektoratet, regionkontor Oslo";"UDI - Utlendingsdirektoratet, regionkontor Oslo";"Norwegian Directorate of Immigration, Eastern Region Office (Oslo)";;
25183;26538;36;"UDI - Utlendingsdirektoratet, regionkontor Vest";"UDI - Utlendingsdirektoratet, regionkontor Vest";"Norwegian Directorate of Immigration, Western Region Office";;
25187;26698;44;"Statsbygg, region sør";"Statsbygg, region sør";"Statsbygg Southern Norway";;
24478;26065;37;"NAV Storfjorden, Norddal";"NAV Storfjorden, Norddal";"NAV Storfjorden, Norddal";;
24479;26097;37;"NAV Nordkapp ";"NAV Nordkapp ";"NAV Nordkapp ";;
24481;26060;37;"NAV Nordreisa";"NAV Nordreisa";"NAV Nordreisa";;
24483;40185;37;"Skatt sør Evje";"Skatt sør Evje";"Evje Tax Office";;
24485;40182;37;"Skatt nord Fauske";"Skatt nord Fauske";"Fauske Tax Office";;
24490;40184;37;"Skatt vest Fjaler ";"Skatt vest Fjaler";"Fjaler Tax Office";;
24491;40184;37;"Skatt vest Fjell";"Skatt vest Fjell";"Fjell Tax Office";;
24496;40184;37;"Skatt vest Florø";"Skatt vest Florø";"Florø Tax Office";;
24499;26144;37;"NAV Nes (Buskerud)";"NAV Nes (Buskerud)";"NAV Nes (Buskerud)";;
24500;26094;37;"NAV Nes Akershus";"NAV Nes Akershus";"NAV Nes Akershus";;
24502;26094;37;"NAV Nesodden";"NAV Nesodden";"NAV Nesodden";;
24504;26057;37;"NAV Lærdal ";"NAV Lærdal ";"NAV Lærdal ";;
24439;26056;37;"NAV Randaberg ";"NAV Randaberg ";"NAV Randaberg ";;
24443;40184;37;"Skatt vest Førde";"Skatt vest Førde";"Førde Tax Office";;
42342;32242;39;"Bjørgvin DPS - Tertnes";"Bjørgvin DPS - Tertnes ";"Bjørgvin District Psychiatric Centre - Tertnes";;
24452;26150;37;"NAV Nærøy ";"NAV Nærøy ";"NAV Nærøy ";;
43062;35062;87;"Innovasjon Norge, Buskerud og Vestfold (Drammen)";"Innovasjon Noreg, Buskerud og Vestfold";"Innovation Norway, Buskerud and Vestfold";;
